manifest_version,run_id,scenario,transport_mode,world_name,started_at_s,ended_at_s,duration_s,outcome,log_retained,log_deleted,delete_reason,attack_source,attack_mode,attack_severity,attack_seed,attack_scheduled_onset_s,attack_actual_onset_s,hover_reason_bits,hover_hard_latched,hover_reason
1,run_001,attack_evidence,aiottalk_rtp,indoor_01,269.265000,507.017000,237.752000,FAIL_PREMATURE_FINISH,false,true,FAIL_PREMATURE_FINISH,barometer,drift,high,42,158.366608,158.448,,,
